Date,Transaction_Type,Transaction_Amount,Region,Payment_Method,Fraud_Flag,Likelihood,Impact,Risk_Score,Risk_Level
13-07-2024,Debit,7218.29,Bean-Williams,Credit Card,0,2,3,6,Low
16-03-2024,Credit,3143.82,Warner PLC,Bank Transfer,0,2,3,6,Low
04-09-2024,Debit,3448.13,Phillips and Sons,Cash,0,2,3,6,Low
04-12-2024,Credit,8271.77,"Watts, Sanders and Mills",Cash,0,2,5,10,Medium
20-04-2024,Credit,9003.08,Casey-Myers,Bank Transfer,0,2,5,10,Medium
01-08-2024,Credit,6107.91,Bradley Group,Credit Card,0,2,3,6,Low
29-02-2024,Credit,1477.15,Jones-Rodriguez,Cash,0,2,2,4,Low
12-01-2024,Credit,4045.34,"Jenkins, Wilson and Williams",Bank Transfer,1,5,3,15,High
20-08-2024,Refund,6442.35,Roman-Middleton,Cash,0,2,3,6,Low
27-12-2024,Refund,8876.92,Munoz-Thomas,Credit Card,0,2,5,10,Medium
04-07-2024,Refund,6247.35,"Simpson, Johnson and Simon",Credit Card,0,2,3,6,Low
26-04-2024,Refund,6185.69,Vance LLC,Bank Transfer,0,2,3,6,Low
23-03-2024,Refund,4427.02,"Salazar, Williams and Wood",Credit Card,0,2,3,6,Low
09-07-2024,Credit,3459.05,"Garcia, Cannon and Nixon",Credit Card,0,2,3,6,Low
25-10-2024,Debit,8120.19,Lewis Ltd,Bank Transfer,0,2,5,10,Medium
29-10-2024,Debit,6491.08,"Myers, Howell and Richardson",Credit Card,0,2,3,6,Low
25-02-2024,Credit,7756.25,Ramos and Sons,Bank Transfer,0,2,3,6,Low
16-08-2024,Debit,8810.94,"Day, Smith and Williams",Cash,0,2,5,10,Medium
25-07-2024,Debit,851.97,Bird Group,Credit Card,0,2,2,4,Low
21-01-2024,Refund,5378.96,Miller-Peck,Bank Transfer,1,5,3,15,High
20-11-2024,Refund,3906.04,"Smith, Terry and Wright",Cash,0,2,3,6,Low
08-09-2024,Refund,7191.62,Weber Inc,Cash,0,2,3,6,Low
03-09-2024,Debit,8799.96,Stone-Cooper,Cash,0,2,5,10,Medium
20-05-2024,Refund,5209.49,Pena-Welch,Cash,0,2,3,6,Low
05-08-2024,Credit,5412.49,Greene Ltd,Credit Card,0,2,3,6,Low
12-12-2024,Debit,2145.21,Rodriguez-Reynolds,Cash,0,2,2,4,Low
13-12-2024,Debit,5121.6,Herrera Inc,Credit Card,0,2,3,6,Low
02-07-2024,Refund,3129.4,Contreras-Adams,Credit Card,0,2,3,6,Low
26-06-2024,Credit,3413.68,Calderon PLC,Cash,0,2,3,6,Low
20-12-2024,Refund,6360.5,"Mclaughlin, Flynn and Lewis",Bank Transfer,0,2,3,6,Low
01-07-2024,Refund,243.98,Jones Group,Bank Transfer,0,2,2,4,Low
02-06-2024,Debit,8904.29,Freeman-Oconnor,Cash,0,2,5,10,Medium
29-06-2024,Debit,5403.93,Benitez-Henderson,Credit Card,0,2,3,6,Low
09-04-2024,Refund,2594.31,Walsh-Miller,Cash,0,2,2,4,Low
22-11-2024,Debit,8323.97,Figueroa LLC,Credit Card,1,5,5,25,High
31-05-2024,Debit,3046.38,Gillespie Inc,Credit Card,0,2,3,6,Low
22-09-2024,Debit,4233.23,"Underwood, Reed and Armstrong",Credit Card,0,2,3,6,Low
18-08-2024,Refund,5057.69,"Mcdaniel, Young and Hickman",Bank Transfer,0,2,3,6,Low
02-06-2024,Debit,7322.54,Merritt-Ryan,Credit Card,0,2,3,6,Low
26-01-2024,Refund,8417.42,"Todd, Lee and Flores",Cash,0,2,5,10,Medium
02-09-2024,Debit,2604.97,"Cochran, Perez and Reynolds",Bank Transfer,0,2,2,4,Low
06-01-2025,Credit,5079.92,Dudley Group,Credit Card,1,5,3,15,High
05-03-2024,Debit,1246.89,"Newman, Ruiz and Roach",Credit Card,0,2,2,4,Low
12-03-2024,Refund,7568.03,"Navarro, Martin and Jackson",Credit Card,0,2,3,6,Low
19-12-2024,Debit,9414.02,Juarez-Garza,Bank Transfer,0,2,5,10,Medium
14-01-2024,Refund,4492.88,Randall LLC,Credit Card,0,2,3,6,Low
22-04-2024,Refund,5728.63,Davis PLC,Credit Card,0,2,3,6,Low
17-03-2024,Debit,62.08,Armstrong-Berger,Bank Transfer,1,5,2,10,Medium
22-10-2024,Refund,3396.41,Harrison PLC,Cash,0,2,3,6,Low
13-09-2024,Debit,2368.61,"Smith, Richmond and Gonzalez",Cash,1,5,2,10,Medium
20-01-2024,Credit,7460.12,Mcdonald-Horne,Bank Transfer,1,5,3,15,High
10-10-2024,Refund,5820.12,Lucas Group,Bank Transfer,0,2,3,6,Low
04-11-2024,Refund,7149.32,Soto-Sparks,Bank Transfer,0,2,3,6,Low
30-12-2024,Refund,9376.02,Fischer Ltd,Cash,0,2,5,10,Medium
22-04-2024,Refund,6658.55,Miller PLC,Cash,0,2,3,6,Low
19-05-2024,Credit,8446.51,Reynolds Inc,Credit Card,0,2,5,10,Medium
29-03-2024,Credit,2346.04,Brown LLC,Credit Card,0,2,2,4,Low
04-07-2024,Debit,2999.02,"Rice, Romero and Brown",Bank Transfer,0,2,2,4,Low
27-10-2024,Refund,6672.55,Gutierrez Ltd,Cash,0,2,3,6,Low
06-05-2024,Refund,8152.64,"Oconnell, Walker and Holmes",Cash,0,2,5,10,Medium
24-11-2024,Credit,5731.93,Villa-Wood,Credit Card,0,2,3,6,Low
21-03-2024,Debit,1408.32,Wilson-Robbins,Bank Transfer,0,2,2,4,Low
27-01-2024,Credit,3782.88,Nelson-Jordan,Credit Card,0,2,3,6,Low
08-07-2024,Credit,7377.75,Williams-James,Credit Card,0,2,3,6,Low
27-05-2024,Debit,1061.22,Nash-Taylor,Cash,0,2,2,4,Low
06-08-2024,Refund,5169.35,Cooper-Day,Cash,0,2,3,6,Low
03-09-2024,Refund,1933.63,Tucker-Trujillo,Cash,1,5,2,10,Medium
13-03-2024,Credit,7787.71,Summers and Sons,Cash,0,2,3,6,Low
02-06-2024,Credit,4548.55,"Pennington, Walker and Clark",Credit Card,0,2,3,6,Low
27-08-2024,Credit,1474.07,Riley-Phillips,Cash,0,2,2,4,Low
15-08-2024,Debit,4262.66,Marks Ltd,Credit Card,0,2,3,6,Low
27-04-2024,Debit,4126.41,"Mccoy, Ramirez and Davenport",Cash,0,2,3,6,Low
24-07-2024,Credit,931.56,"Griffin, Brooks and Hoover",Credit Card,0,2,2,4,Low
20-11-2024,Refund,4254.62,Martinez-Bender,Credit Card,1,5,3,15,High
07-04-2024,Refund,1309.33,Murray and Sons,Credit Card,0,2,2,4,Low
01-09-2024,Debit,2155.7,Craig Group,Cash,0,2,2,4,Low
20-07-2024,Debit,789.95,Parker LLC,Cash,0,2,2,4,Low
10-01-2024,Refund,6771.46,Peterson LLC,Cash,0,2,3,6,Low
20-01-2024,Debit,4033.51,"Howard, Bennett and Crosby",Cash,1,5,3,15,High
07-08-2024,Refund,5594.09,"Delgado, Gonzalez and Wong",Credit Card,1,5,3,15,High
08-11-2024,Credit,7790.46,Hernandez LLC,Credit Card,0,2,3,6,Low
31-08-2024,Debit,8721.43,"Waller, Johnston and Ramirez",Bank Transfer,0,2,5,10,Medium
18-07-2024,Credit,5847.19,Smith Ltd,Credit Card,0,2,3,6,Low
23-11-2024,Debit,6368.25,"Hood, Freeman and Mclaughlin",Cash,0,2,3,6,Low
29-01-2024,Debit,9965.15,"Kemp, Hamilton and Brennan",Bank Transfer,1,5,5,25,High
22-06-2024,Credit,6893.29,Guerra Group,Credit Card,0,2,3,6,Low
13-01-2024,Credit,9478.72,Andrews-Goodman,Cash,0,2,5,10,Medium
29-02-2024,Debit,7319.85,"Gonzales, Clark and Pope",Cash,0,2,3,6,Low
05-05-2024,Credit,4175.05,Young PLC,Bank Transfer,1,5,3,15,High
19-04-2024,Refund,1636.8,"James, Dean and Murphy",Credit Card,0,2,2,4,Low
05-11-2024,Refund,5062.8,Ward Group,Cash,0,2,3,6,Low
11-10-2024,Credit,4852.8,Cantu-Short,Bank Transfer,1,5,3,15,High
09-02-2024,Refund,4582.55,Rhodes-Wilson,Bank Transfer,0,2,3,6,Low
30-04-2024,Refund,9680.64,"Mullins, Rush and Long",Credit Card,0,2,5,10,Medium
13-03-2024,Refund,5136.72,"Long, Webb and Watson",Cash,1,5,3,15,High
19-07-2024,Debit,5296.12,Murphy-Villarreal,Credit Card,1,5,3,15,High
04-04-2024,Refund,6947.76,"Johnson, Melendez and Smith",Bank Transfer,0,2,3,6,Low
01-04-2024,Refund,4559.77,Farley Group,Bank Transfer,0,2,3,6,Low
07-07-2024,Credit,335.75,Thomas Inc,Bank Transfer,0,2,2,4,Low
29-07-2024,Refund,1576.83,Floyd-Charles,Bank Transfer,0,2,2,4,Low
10-04-2024,Debit,5594.68,"Griffith, Davis and Munoz",Cash,0,2,3,6,Low
28-02-2024,Debit,9217.76,"Wolfe, Graham and Carter",Credit Card,0,2,5,10,Medium
11-04-2024,Credit,1196.47,"Hunt, Weiss and Reynolds",Cash,0,2,2,4,Low
27-06-2024,Debit,8524.65,Baird-Cruz,Credit Card,0,2,5,10,Medium
12-11-2024,Debit,1112.26,"Quinn, James and Morgan",Bank Transfer,0,2,2,4,Low
04-10-2024,Refund,3702.16,Fisher-Jennings,Credit Card,0,2,3,6,Low
04-08-2024,Refund,2903.01,Olson-Roth,Credit Card,0,2,2,4,Low
31-10-2024,Debit,5232.55,"Henry, Guerrero and Howard",Credit Card,0,2,3,6,Low
15-11-2024,Credit,1186.24,Solis PLC,Credit Card,0,2,2,4,Low
08-08-2024,Credit,3056.2,Taylor-Martinez,Credit Card,0,2,3,6,Low
28-01-2024,Refund,3750.85,"Cole, Graham and Brewer",Credit Card,1,5,3,15,High
31-07-2024,Debit,2946.87,"Zhang, Rojas and Banks",Cash,0,2,2,4,Low
26-02-2024,Refund,289.5,Harris and Sons,Credit Card,0,2,2,4,Low
06-08-2024,Credit,1437.27,"Rivera, Brewer and Hernandez",Bank Transfer,0,2,2,4,Low
12-10-2024,Debit,7840.09,Dunn Ltd,Cash,0,2,3,6,Low
09-01-2024,Refund,4223.35,Bell-Hall,Credit Card,0,2,3,6,Low
07-12-2024,Refund,9368.84,Lam-Smith,Bank Transfer,0,2,5,10,Medium
02-05-2024,Credit,3058.59,"Perkins, Rivas and Jones",Cash,0,2,3,6,Low
04-04-2024,Refund,2841.99,"Rojas, Hunt and Reed",Cash,0,2,2,4,Low
13-05-2024,Credit,1838.94,"Jenkins, Robinson and Ford",Cash,0,2,2,4,Low
26-02-2024,Credit,7399.21,Davis-Clark,Credit Card,0,2,3,6,Low
01-06-2024,Debit,30.84,Page-Jones,Bank Transfer,0,2,2,4,Low
08-03-2024,Debit,5479.9,"Curtis, Wright and Chapman",Cash,0,2,3,6,Low
05-11-2024,Refund,684.97,"Williams, Marsh and Salinas",Bank Transfer,0,2,2,4,Low
24-01-2024,Credit,456.38,Williams PLC,Credit Card,1,5,2,10,Medium
01-10-2024,Credit,4816.95,White Inc,Credit Card,0,2,3,6,Low
29-04-2024,Debit,3103.92,Smith Ltd,Cash,0,2,3,6,Low
30-05-2024,Debit,4529.22,"Flores, Anderson and Henry",Credit Card,0,2,3,6,Low
23-01-2024,Credit,3384.85,"Scott, Elliott and Matthews",Credit Card,1,5,3,15,High
23-03-2024,Debit,3779.28,Ferguson-Thomas,Cash,1,5,3,15,High
27-05-2024,Refund,8346.26,"Lopez, Andersen and Thompson",Cash,0,2,5,10,Medium
11-01-2024,Credit,8338.5,Scott-Collins,Cash,0,2,5,10,Medium
26-03-2024,Debit,1336.77,Martin-Rodriguez,Bank Transfer,0,2,2,4,Low
03-08-2024,Refund,1393.84,"Kim, Pierce and Miller",Bank Transfer,0,2,2,4,Low
03-12-2024,Credit,6368.24,Brown Inc,Credit Card,0,2,3,6,Low
29-04-2024,Refund,7619.17,Osborne-Herrera,Cash,0,2,3,6,Low
03-05-2024,Refund,6675.54,"Lee, Pace and Myers",Bank Transfer,1,5,3,15,High
28-11-2024,Credit,1498.34,Schwartz-Fox,Credit Card,0,2,2,4,Low
12-06-2024,Refund,7281.36,"Davis, Johnson and Patrick",Cash,0,2,3,6,Low
17-07-2024,Debit,902.26,"Wright, Cole and Yates",Cash,0,2,2,4,Low
27-04-2024,Debit,6251.46,"Odonnell, Lyons and Becker",Credit Card,0,2,3,6,Low
13-03-2024,Debit,6239.66,Jackson-Johns,Cash,0,2,3,6,Low
23-11-2024,Refund,3878.48,Lee-Morrison,Cash,0,2,3,6,Low
02-02-2024,Debit,9003.44,Poole-Holloway,Credit Card,0,2,5,10,Medium
05-06-2024,Refund,3396.59,"Meyer, Mason and Spence",Bank Transfer,0,2,3,6,Low
20-09-2024,Debit,467.74,"Moore, Torres and Richardson",Credit Card,0,2,2,4,Low
27-06-2024,Credit,6707.73,"Case, Green and Schwartz",Credit Card,0,2,3,6,Low
10-08-2024,Refund,4436.53,Robinson Ltd,Bank Transfer,1,5,3,15,High
19-02-2024,Refund,2780.98,Morris Ltd,Cash,0,2,2,4,Low
30-06-2024,Debit,894.41,Morris LLC,Credit Card,0,2,2,4,Low
30-04-2024,Credit,1664.49,Goodwin PLC,Credit Card,1,5,2,10,Medium
23-11-2024,Debit,257.79,"Sanchez, Wilkins and Silva",Credit Card,0,2,2,4,Low
09-06-2024,Debit,6304.79,"Cruz, Herman and Bell",Cash,1,5,3,15,High
07-10-2024,Credit,7718.24,"Martinez, Martinez and Garcia",Cash,0,2,3,6,Low
29-09-2024,Credit,3095.39,"Bryan, Turner and Walker",Bank Transfer,1,5,3,15,High
06-01-2025,Debit,6455.15,"Sanchez, Meadows and Cooper",Credit Card,0,2,3,6,Low
11-08-2024,Credit,6442.7,Spencer and Sons,Credit Card,1,5,3,15,High
26-09-2024,Debit,860.67,Day-Mann,Credit Card,0,2,2,4,Low
09-02-2024,Refund,9552.13,Perry-Andrews,Bank Transfer,1,5,5,25,High
13-05-2024,Debit,5422.92,Brown LLC,Bank Transfer,0,2,3,6,Low
29-02-2024,Refund,7578.58,Nguyen-Perez,Cash,0,2,3,6,Low
29-05-2024,Debit,9573.36,Barber-Taylor,Cash,1,5,5,25,High
18-05-2024,Credit,5222.32,Salinas Group,Credit Card,0,2,3,6,Low
30-09-2024,Refund,7508.08,"Delgado, Wyatt and Schmidt",Bank Transfer,0,2,3,6,Low
08-03-2024,Credit,5031.36,"Banks, Wright and Willis",Cash,0,2,3,6,Low
03-05-2024,Refund,196.45,Little LLC,Credit Card,0,2,2,4,Low
18-03-2024,Refund,6585.96,"Brown, Gomez and Rodriguez",Bank Transfer,0,2,3,6,Low
05-11-2024,Debit,5323.28,Luna-Tyler,Credit Card,0,2,3,6,Low
06-10-2024,Debit,9624.14,"Hartman, Cox and Zavala",Cash,1,5,5,25,High
31-07-2024,Debit,2756.88,"Conley, Thomas and Fletcher",Cash,0,2,2,4,Low
02-06-2024,Debit,2065.99,"Gross, Thomas and Rosales",Cash,0,2,2,4,Low
24-02-2024,Credit,8298.61,"Stokes, Martin and Stewart",Bank Transfer,1,5,5,25,High
26-03-2024,Debit,8390.79,Brown Group,Credit Card,1,5,5,25,High
08-05-2024,Debit,5799.73,"Delacruz, Todd and Green",Credit Card,0,2,3,6,Low
01-06-2024,Refund,855.63,Williams-Li,Bank Transfer,0,2,2,4,Low
15-09-2024,Credit,5340.1,Allen-Warren,Credit Card,0,2,3,6,Low
23-09-2024,Credit,3211.11,Cortez and Sons,Bank Transfer,0,2,3,6,Low
27-02-2024,Refund,5893.04,Williams PLC,Bank Transfer,0,2,3,6,Low
22-07-2024,Refund,4919.82,Carter PLC,Credit Card,0,2,3,6,Low
19-05-2024,Debit,9339.15,"Ramos, Perez and Lin",Bank Transfer,0,2,5,10,Medium
02-09-2024,Credit,3406.17,Ray Inc,Cash,0,2,3,6,Low
20-01-2024,Debit,1813.27,Flores-Walsh,Bank Transfer,1,5,2,10,Medium
04-08-2024,Refund,250.33,"Francis, Solomon and Lynn",Cash,1,5,2,10,Medium
29-10-2024,Debit,5283.74,"Weber, Pitts and Carlson",Credit Card,0,2,3,6,Low
28-03-2024,Credit,3826.29,Edwards Group,Cash,0,2,3,6,Low
23-05-2024,Debit,919.34,"Myers, Ortiz and Byrd",Credit Card,0,2,2,4,Low
05-04-2024,Credit,9798.06,Roach-Tucker,Credit Card,0,2,5,10,Medium
10-09-2024,Debit,5422.37,"Allen, Edwards and Taylor",Cash,0,2,3,6,Low
24-12-2024,Debit,2860.66,Smith PLC,Bank Transfer,0,2,2,4,Low
12-10-2024,Credit,1834.86,"Aguirre, Moyer and Johnson",Credit Card,1,5,2,10,Medium
30-07-2024,Credit,7685.36,Taylor-Conley,Credit Card,0,2,3,6,Low
21-05-2024,Credit,1550.73,"Moreno, Liu and Edwards",Cash,1,5,2,10,Medium
30-04-2024,Debit,9522.13,"Cunningham, Herrera and Sanders",Bank Transfer,0,2,5,10,Medium
27-01-2024,Debit,6789.3,Aguirre LLC,Cash,0,2,3,6,Low
14-08-2024,Debit,598.55,"Johnson, Brown and Rodriguez",Credit Card,0,2,2,4,Low
14-10-2024,Refund,9611.62,"Norman, Moses and Frank",Bank Transfer,1,5,5,25,High
09-04-2024,Debit,1822.76,Miller Group,Cash,1,5,2,10,Medium
25-05-2024,Credit,7135.87,Friedman-Booker,Cash,0,2,3,6,Low
11-01-2024,Credit,2987.26,Saunders LLC,Credit Card,0,2,2,4,Low
19-11-2024,Credit,996.45,Simmons PLC,Cash,0,2,2,4,Low
07-10-2024,Debit,1433.18,Bishop PLC,Bank Transfer,0,2,2,4,Low
09-11-2024,Credit,8931.18,"Hopkins, Hill and Norris",Cash,1,5,5,25,High
26-08-2024,Credit,2586.76,Richardson-Roman,Credit Card,0,2,2,4,Low
16-05-2024,Refund,9416.36,Schmidt-Sanchez,Cash,0,2,5,10,Medium
12-05-2024,Refund,8996.02,Clark Inc,Bank Transfer,0,2,5,10,Medium
08-02-2024,Credit,528.26,"Wiggins, Lewis and Berry",Cash,1,5,2,10,Medium
21-07-2024,Refund,2403.83,Kim-Rollins,Credit Card,0,2,2,4,Low
02-06-2024,Refund,5974.08,Mccarthy Group,Bank Transfer,0,2,3,6,Low
09-07-2024,Credit,2372.55,Moore-Robinson,Credit Card,0,2,2,4,Low
06-12-2024,Debit,5091.13,Scott-Lawrence,Cash,0,2,3,6,Low
11-02-2024,Debit,5049.17,Hines PLC,Credit Card,0,2,3,6,Low
22-09-2024,Credit,9494.08,Hughes-Jordan,Bank Transfer,0,2,5,10,Medium
29-07-2024,Debit,2700.18,"Johnson, Willis and Krueger",Bank Transfer,1,5,2,10,Medium
29-01-2024,Refund,3190.18,"White, Phillips and Bishop",Cash,0,2,3,6,Low
28-04-2024,Credit,5535.68,Fletcher-Rodriguez,Bank Transfer,1,5,3,15,High
12-11-2024,Debit,663.93,"Mcgee, Burns and Salas",Bank Transfer,1,5,2,10,Medium
30-10-2024,Debit,298.78,"Flowers, Ewing and Norman",Bank Transfer,0,2,2,4,Low
25-04-2024,Refund,6339.08,Copeland Ltd,Bank Transfer,0,2,3,6,Low
19-03-2024,Credit,9138.21,Baldwin-Foster,Credit Card,1,5,5,25,High
05-02-2024,Credit,196.04,Roy LLC,Cash,0,2,2,4,Low
11-12-2024,Refund,5545.21,"Moore, Espinoza and Johnson",Cash,0,2,3,6,Low
01-07-2024,Credit,5865.87,House Group,Credit Card,0,2,3,6,Low
26-02-2024,Credit,1024.08,"Donovan, Sparks and Huang",Cash,0,2,2,4,Low
04-03-2024,Refund,7632.15,Howard PLC,Credit Card,1,5,3,15,High
31-01-2024,Refund,6518.99,Perez-Boyd,Bank Transfer,0,2,3,6,Low
13-03-2024,Debit,1264.46,"Gonzalez, Perry and Smith",Cash,0,2,2,4,Low
30-11-2024,Credit,5686.77,"Smith, Harris and Newton",Cash,0,2,3,6,Low
19-06-2024,Refund,4465.36,Franklin LLC,Bank Transfer,0,2,3,6,Low
18-10-2024,Debit,8464.32,"York, Sanchez and Elliott",Bank Transfer,0,2,5,10,Medium
12-03-2024,Credit,5009.32,"Edwards, Dunlap and Mcclure",Credit Card,0,2,3,6,Low
25-04-2024,Debit,7830.99,Reynolds-Jones,Cash,0,2,3,6,Low
23-07-2024,Refund,1432.25,Stafford-Davis,Cash,0,2,2,4,Low
04-03-2024,Credit,5408.99,Oliver Inc,Credit Card,0,2,3,6,Low
01-12-2024,Debit,1690.2,"Valdez, Wagner and Barnes",Bank Transfer,0,2,2,4,Low
15-04-2024,Refund,2459.16,Campos Inc,Cash,1,5,2,10,Medium
16-11-2024,Refund,9526.6,Espinoza-Gibbs,Credit Card,0,2,5,10,Medium
17-05-2024,Refund,9613.91,Johnson Inc,Credit Card,0,2,5,10,Medium
09-05-2024,Refund,5555.97,"Avila, Morris and Greene",Credit Card,1,5,3,15,High
19-07-2024,Refund,427.5,Stevens Group,Cash,0,2,2,4,Low
23-12-2024,Refund,8128.31,Tucker-Mcmillan,Credit Card,0,2,5,10,Medium
10-07-2024,Refund,9611.53,Romero and Sons,Credit Card,0,2,5,10,Medium
15-05-2024,Debit,6211.09,Short-Harrison,Bank Transfer,0,2,3,6,Low
15-12-2024,Credit,6534.06,"Turner, Howell and Levine",Bank Transfer,0,2,3,6,Low
05-01-2025,Credit,1682.14,Ortiz-Shannon,Credit Card,0,2,2,4,Low
27-01-2024,Debit,611.15,Alvarez LLC,Credit Card,0,2,2,4,Low
18-06-2024,Refund,9218.89,Lara-Martin,Credit Card,0,2,5,10,Medium
29-03-2024,Credit,2740.3,"Bell, Humphrey and Cain",Bank Transfer,0,2,2,4,Low
25-04-2024,Refund,2516.38,Russo-Cook,Bank Transfer,0,2,2,4,Low
07-02-2024,Credit,6803.18,"Robbins, Hall and Lopez",Bank Transfer,0,2,3,6,Low
06-08-2024,Refund,9992.43,Williams PLC,Cash,0,2,5,10,Medium
26-10-2024,Debit,8425.96,Greene PLC,Credit Card,0,2,5,10,Medium
19-11-2024,Refund,2135.41,"Sandoval, Maynard and White",Bank Transfer,1,5,2,10,Medium
05-02-2024,Credit,8408.44,"Lara, Dennis and Welch",Credit Card,0,2,5,10,Medium
11-12-2024,Refund,2820.3,"Griffin, Hamilton and Diaz",Credit Card,0,2,2,4,Low
09-12-2024,Credit,1622.55,Klein-Joseph,Cash,0,2,2,4,Low
30-08-2024,Refund,5345.55,Walters Ltd,Credit Card,0,2,3,6,Low
16-06-2024,Credit,708.65,Friedman Inc,Bank Transfer,0,2,2,4,Low
06-06-2024,Credit,906.25,Rodriguez-Mcdonald,Cash,1,5,2,10,Medium
15-07-2024,Credit,6987.31,Clark-Thompson,Cash,1,5,3,15,High
27-05-2024,Refund,8306.68,Johnson LLC,Credit Card,0,2,5,10,Medium
03-05-2024,Credit,7253.49,Velasquez-Gutierrez,Credit Card,1,5,3,15,High
16-01-2024,Refund,9988.22,Carrillo and Sons,Cash,0,2,5,10,Medium
24-03-2024,Debit,8784.01,Jones-Fisher,Cash,0,2,5,10,Medium
29-03-2024,Debit,2116.39,Townsend LLC,Credit Card,0,2,2,4,Low
10-01-2024,Credit,5053.15,Smith-Soto,Cash,1,5,3,15,High
04-08-2024,Refund,8022.54,Hopkins Inc,Cash,0,2,5,10,Medium
30-08-2024,Credit,8840.48,Gomez-Higgins,Cash,0,2,5,10,Medium
27-08-2024,Refund,9454.63,Green-Wade,Bank Transfer,0,2,5,10,Medium
05-03-2024,Refund,6355.35,Clark-Simon,Bank Transfer,0,2,3,6,Low
25-07-2024,Debit,9796.61,Fry-Liu,Bank Transfer,0,2,5,10,Medium
18-04-2024,Refund,7080.46,Espinoza-Garner,Cash,0,2,3,6,Low
29-12-2024,Refund,2737.4,"Jackson, Erickson and Thomas",Bank Transfer,0,2,2,4,Low
04-09-2024,Credit,6626.15,"Bailey, Kaufman and Moreno",Cash,0,2,3,6,Low
26-12-2024,Credit,3223.17,Salazar Group,Bank Transfer,0,2,3,6,Low
10-12-2024,Refund,2114.13,Newton and Sons,Bank Transfer,0,2,2,4,Low
17-08-2024,Debit,9590.34,Robinson-Rodriguez,Bank Transfer,0,2,5,10,Medium
20-05-2024,Credit,3291.29,"Miller, Harmon and Clements",Credit Card,0,2,3,6,Low
15-04-2024,Credit,9141.04,"Martin, Morrow and Sims",Credit Card,1,5,5,25,High
28-01-2024,Debit,1345.92,Fowler-Rosales,Cash,0,2,2,4,Low
12-11-2024,Credit,9223.36,Ferrell-Howell,Credit Card,0,2,5,10,Medium
04-10-2024,Refund,6091.78,Lee and Sons,Bank Transfer,0,2,3,6,Low
28-11-2024,Refund,52.75,"Zimmerman, King and Gutierrez",Credit Card,0,2,2,4,Low
23-03-2024,Refund,105.69,Webb Inc,Cash,0,2,2,4,Low
29-10-2024,Credit,1743.62,"Wiggins, Martin and Hinton",Cash,0,2,2,4,Low
26-08-2024,Credit,5562.35,Jones Group,Bank Transfer,0,2,3,6,Low
13-06-2024,Credit,6967.93,"Diaz, Bradley and Barrett",Credit Card,0,2,3,6,Low
19-07-2024,Credit,4894.88,"Lee, Christensen and David",Bank Transfer,0,2,3,6,Low
02-08-2024,Refund,3933.98,Benson PLC,Bank Transfer,0,2,3,6,Low
18-03-2024,Debit,820.68,"Perkins, Fisher and Welch",Credit Card,0,2,2,4,Low
23-08-2024,Refund,8768.44,Henderson-Calhoun,Credit Card,0,2,5,10,Medium
23-04-2024,Credit,6516.15,Mcpherson-Stevens,Credit Card,0,2,3,6,Low
15-10-2024,Refund,5391.11,"Garza, Lynn and Russell",Credit Card,0,2,3,6,Low
10-01-2024,Debit,8926.8,Moran Inc,Credit Card,0,2,5,10,Medium
03-04-2024,Refund,8162.41,Butler-Hartman,Credit Card,0,2,5,10,Medium
19-08-2024,Debit,4457.32,Moore-Ball,Credit Card,0,2,3,6,Low
14-11-2024,Credit,1242.92,Mcdonald-Larson,Bank Transfer,0,2,2,4,Low
18-10-2024,Refund,9720.67,Jackson PLC,Cash,0,2,5,10,Medium
10-02-2024,Refund,3770,Waller-Johns,Credit Card,1,5,3,15,High
17-08-2024,Refund,6017.1,Morales and Sons,Bank Transfer,1,5,3,15,High
18-09-2024,Refund,3873.64,Maldonado LLC,Credit Card,0,2,3,6,Low
08-01-2024,Credit,8393.07,Boone and Sons,Bank Transfer,0,2,5,10,Medium
01-03-2024,Debit,8120.58,"Brewer, Jimenez and Todd",Credit Card,0,2,5,10,Medium
07-02-2024,Debit,9838.12,Brown and Sons,Credit Card,0,2,5,10,Medium
15-10-2024,Refund,1256.39,Juarez PLC,Cash,0,2,2,4,Low
03-05-2024,Credit,3711.1,Moore-Horn,Credit Card,0,2,3,6,Low
05-03-2024,Debit,1937.98,Maynard and Sons,Cash,0,2,2,4,Low
13-06-2024,Debit,103.54,"Ortega, Glenn and Reynolds",Bank Transfer,0,2,2,4,Low
26-01-2024,Debit,7434.01,Wolf-Berry,Cash,0,2,3,6,Low
23-12-2024,Debit,7586.63,Robinson LLC,Cash,0,2,3,6,Low
19-07-2024,Debit,6808.74,"Roberts, Hamilton and Hernandez",Cash,0,2,3,6,Low
03-07-2024,Debit,7094.89,Mcdonald-Howard,Cash,0,2,3,6,Low
01-10-2024,Credit,1923.2,Fuentes-White,Credit Card,0,2,2,4,Low
01-06-2024,Refund,8164.65,Bailey-Doyle,Credit Card,0,2,5,10,Medium
19-11-2024,Debit,6256.11,Rhodes Group,Credit Card,0,2,3,6,Low
26-06-2024,Credit,8086.06,Anderson LLC,Credit Card,1,5,5,25,High
12-05-2024,Credit,2219.27,Juarez-Huynh,Credit Card,0,2,2,4,Low
29-06-2024,Refund,9801.39,Allen Group,Cash,0,2,5,10,Medium
28-09-2024,Refund,9673.29,"Robinson, Barnes and Griffin",Credit Card,0,2,5,10,Medium
16-12-2024,Debit,377.59,Soto PLC,Cash,0,2,2,4,Low
